domain,fail_count,stages,error_types,last_institution,sample_url,sample_message
www.sfac.or.kr,1,sitemap,HTTPError,서울거리예술창작센터,https://www.sfac.or.kr/sitemap.xml,HTTP Error 404: Not Found
maruartcenter.co.kr,1,sitemap,HTTPError,마루아트센터,http://maruartcenter.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.kyunginart.co.kr,1,sitemap,HTTPError,경인미술관,http://www.kyunginart.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.gallerylamer.com,1,sitemap,HTTPError,갤러리 라메르,http://www.gallerylamer.com/sitemap.xml,HTTP Error 404: Not Found
www.doosanartcenter.com,1,sitemap,HTTPError,두산아트센터 연강홀,https://www.doosanartcenter.com/sitemap.xml,HTTP Error 404: Not Found
www.sejonggallery.co.kr,1,sitemap,HTTPError,세종호텔세종갤러리,http://www.sejonggallery.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.seoulfilmcenter.com,1,sitemap,HTTPError,서울영화센터,https://www.seoulfilmcenter.com/sitemap.xml,HTTP Error 404: 404
www.lifeinsedu.or.kr,1,sitemap,HTTPError,생명보험교육문화센터,http://www.lifeinsedu.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.cwdmuseum.com,1,sitemap,HTTPError,춘원당한의약박물관,http://www.cwdmuseum.com/sitemap.xml,HTTP Error 404: Not Found
www.hyundaihwarang.com,1,sitemap,HTTPError,현대화랑,http://www.hyundaihwarang.com/sitemap.xml,HTTP Error 404: Not Found
www.dr-k.co.kr,1,sitemap,HTTPError,DrK전시장,http://www.dr-k.co.kr/sitemap.xml,HTTP Error 404: Not Found
hakgojae.com,1,sitemap,HTTPError,학고재,http://hakgojae.com/sitemap.xml,HTTP Error 404: Not Found
www.arko.or.kr,1,sitemap,HTTPError,아르코미술관,https://www.arko.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.keumsangallery.com,1,sitemap,HTTPError,금산갤러리,http://www.keumsangallery.com/sitemap.xml,HTTP Error 404: Not Found
www.opushausseoul.com,1,sitemap,HTTPError,오퍼스 아트페어,https://www.opushausseoul.com/sitemap.xml,HTTP Error 404: Not Found
home.sookmyung.ac.kr,1,sitemap,HTTPError,숙명여자대학교 정영양자수박물관,https://home.sookmyung.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.bok.or.kr,1,page,HTTPError,한국은행 화폐박물관,https://www.bok.or.kr/museum/main/contents.do,HTTP Error 404:
hkphil.com,1,sitemap,HTTPError,한경arte필하모닉,http://hkphil.com/sitemap.xml,HTTP Error 404: Not Found
www.pushkincc.org,1,sitemap,HTTPError,사단법인 뿌쉬낀문화원,http://www.pushkincc.org/sitemap.xml,HTTP Error 404: Not Found
kto.visitkorea.or.kr,1,sitemap,HTTPError,2025 대한민국 관광기념품 박람회,https://kto.visitkorea.or.kr/sitemap.xml,HTTP Error 404: Not Found
albusgallery.com,1,sitemap,HTTPError,알부스갤러리,http://albusgallery.com/sitemap.xml,HTTP Error 404: Not Found
artbusan.com,1,sitemap,HTTPError,아트부산 서울,https://artbusan.com/sitemap.xml,HTTP Error 404: Not Found
www.hangeul.go.kr,1,sitemap,HTTPError,국립한글박물관,http://www.hangeul.go.kr/sitemap.xml,HTTP Error 404:
gallerypig.wixsite.com,1,sitemap,HTTPError,휴먼앤아트,https://gallerypig.wixsite.com/sitemap.xml,HTTP Error 404: Not Found
kurgf.or.kr,1,sitemap,HTTPError,사단법인 도시재생협치포럼,http://kurgf.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.iparkculture.com,1,sitemap,HTTPError,아이파크문화센터 용산점,http://www.iparkculture.com/sitemap.xml,HTTP Error 404: Not Found
www.jpf.or.kr,1,sitemap,HTTPError,일본국제교류기금 서울문화센터,http://www.jpf.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.nmf.or.kr,1,sitemap,HTTPError,국립중앙박물관 극장 용,https://www.nmf.or.kr/sitemap.xml,HTTP Error 404: 404
offline.1px.kr,1,sitemap,HTTPError,원픽셀오프라인,http://offline.1px.kr/sitemap.xml,HTTP Error 404: Not Found
sinsasquare.com,1,sitemap,HTTPError,신사스퀘어,http://sinsasquare.com/sitemap.xml,HTTP Error 404: Not Found
www.kimsechoong.com,1,sitemap,HTTPError,김세중미술관,http://www.kimsechoong.com/sitemap.xml,HTTP Error 404: Not Found
www.lcdc.kr,1,sitemap,HTTPError,대한민국 국토도시 디자인대전,http://www.lcdc.kr/sitemap.xml,HTTP Error 404: Not Found
songeun.or.kr,1,sitemap,HTTPError,송은,http://songeun.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.honeymoonexpo.co.kr,1,sitemap,HTTPError,허니문리조트신혼여행박람회,http://www.honeymoonexpo.co.kr/sitemap.xml,HTTP Error 404: Not Found
piercontemporary.com,1,sitemap,HTTPError,피어 컨템포러리,http://piercontemporary.com/sitemap.xml,HTTP Error 404: Not Found
museumuf.hanyang.ac.kr,1,sitemap,HTTPError,한양대학교 서울캠퍼스박물관,https://museumuf.hanyang.ac.kr/sitemap.xml,HTTP Error 404: Not Found
convention.sejong.ac.kr,1,sitemap,HTTPError,세종대학교 컨벤션센터,http://convention.sejong.ac.kr/sitemap.xml,HTTP Error 404: Not Found
oldstory-gangnam.eulji.or.kr,1,sitemap,HTTPError,올드스토리뮤지엄,http://oldstory-gangnam.eulji.or.kr/sitemap.xml,HTTP Error 404: Not Found
talk.naver.com,1,sitemap,HTTPError,전시회 제기본점,https://talk.naver.com/sitemap.xml,HTTP Error 404: Not Found
www.grigogallery.com,1,sitemap,HTTPError,그리고 갤러리,http://www.grigogallery.com/sitemap.xml,HTTP Error 404: Not Found
gallery.sejong.ac.kr,1,sitemap,HTTPError,세종뮤지엄갤러리,https://gallery.sejong.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.nie.re.kr,1,sitemap,HTTPError,국립생태원 에코플랫폼 서울,https://www.nie.re.kr/sitemap.xml,HTTP Error 404: 404
museum.sejong.ac.kr,1,sitemap,HTTPError,세종대학교 박물관(휴관중),http://museum.sejong.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.waaeo.or.kr,1,sitemap,HTTPError,세계예능교류협회,http://www.waaeo.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.yes24livehall.com,1,sitemap,HTTPError,예스24라이브홀,http://www.yes24livehall.com/sitemap.xml,HTTP Error 404: Not Found
www.gallerydongsoong.com,1,sitemap,HTTPError,동숭갤러리,http://www.gallerydongsoong.com/sitemap.xml,HTTP Error 404: Not Found
ddmgallery.cafe24.com,1,sitemap,HTTPError,동대문표구화랑,http://ddmgallery.cafe24.com/sitemap.xml,HTTP Error 404: Not Found
www.02-2267-5529.kti114.net,1,sitemap,HTTPError,원당서예학원,http://www.02-2267-5529.kti114.net/sitemap.xml,HTTP Error 404: Not Found
theater.arko.or.kr,1,sitemap,RuntimeError,아르코예술극장,http://theater.arko.or.kr/sitemap.xml,HTTP request failed after retries: <urlopen error timed out>
www.kotpa.org,1,sitemap,HTTPError,광무대,https://www.kotpa.org/sitemap.xml,HTTP Error 404: Not Found
toyrepublic.net,1,page,HTTPError,토이리퍼블릭,https://toyrepublic.net/archives/product-brands/superfiction,HTTP Error 404: Not Found
www.informamarkets.com,1,sitemap,HTTPError,인포마마켓한국,https://www.informamarkets.com/sitemap.xml,HTTP Error 404: Not Found
jh.pulip.kr,1,sitemap,HTTPError,풀잎문화센터 중랑중화지부,http://jh.pulip.kr/sitemap.xml,HTTP Error 404: Not Found
semain.or.kr,1,sitemap,HTTPError,서울시립미술관후원회 세마인,http://semain.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.mhmh.or.kr,1,sitemap,HTTPError,근현대사기념관,http://www.mhmh.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.gallerykiche.com,1,sitemap,HTTPError,갤러리 기체,http://www.gallerykiche.com/sitemap.xml,HTTP Error 404: Not Found
cine.arirang.go.kr:8443,1,sitemap,HTTPError,아리랑시네센터,https://cine.arirang.go.kr:8443/sitemap.xml,HTTP Error 404:
stccenter.or.kr,1,sitemap,HTTPError,서울연극창작센터,https://stccenter.or.kr/sitemap.xml,HTTP Error 404: 404
www.seokeun.com,1,sitemap,HTTPError,석은미술문화재단,http://www.seokeun.com/sitemap.xml,HTTP Error 404: Not Found
www.allfair.co.kr,1,sitemap,HTTPError,가족사랑전람,http://www.allfair.co.kr/sitemap.xml,HTTP Error 404: Not Found
museum.korea.ac.kr,1,sitemap,HTTPError,고려대학교 서울캠퍼스박물관,http://museum.korea.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.jipul.com,1,sitemap,HTTPError,짚풀생활사박물관,http://www.jipul.com/sitemap.xml,HTTP Error 404: Not Found
kbt.sbculture.or.kr,1,sitemap,HTTPError,꿈빛극장,http://kbt.sbculture.or.kr/sitemap.xml,HTTP Error 404: Not Found
fair-round.com,1,sitemap,HTTPError,페어라운드,https://fair-round.com/sitemap.xml,HTTP Error 404: Not Found
www.scec21.com,1,sitemap,HTTPError,에스시전시문화,http://www.scec21.com/sitemap.xml,HTTP Error 404: Not Found
www.ynmtour.com,1,sitemap,HTTPError,유앤미박람회여행사,http://www.ynmtour.com/sitemap.xml,HTTP Error 404: Not Found
www.gbmaru.com,1,sitemap,HTTPError,강북청년창업마루,http://www.gbmaru.com/sitemap.xml,HTTP Error 404: Not Found
line-media.co.kr,1,sitemap,HTTPError,라인미디어,http://line-media.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.db-hanc.com,1,sitemap,HTTPError,한국문화센터 도봉지부,http://www.db-hanc.com/sitemap.xml,HTTP Error 404: Not Found
www.iebtour.com,1,page,HTTPError,IEB박람회투어,http://www.iebtour.com/item/Item_view.asp,HTTP Error 500: Internal Server Error
www.dobong.or.kr,1,sitemap,HTTPError,도봉문화원,https://www.dobong.or.kr/sitemap.xml,HTTP Error 404: Not Found
sumsumlib.cafe24.com,1,sitemap,HTTPError,숨쉬기 좋은 공간 숨숨,https://sumsumlib.cafe24.com/sitemap.xml,HTTP Error 404: Not Found
www.nowonarts.kr,1,sitemap,HTTPError,상계예술마당,https://www.nowonarts.kr/sitemap.xml,HTTP Error 404: Not Found
thefirsthuman.org,1,sitemap,HTTPError,TFH아뜰리에,http://thefirsthuman.org/sitemap.xml,HTTP Error 404: Not Found
www.nwcc.or.kr,1,sitemap,HTTPError,노원문화원,http://www.nwcc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.savinamuseum.com,1,sitemap,HTTPError,사비나미술관,http://www.savinamuseum.com/sitemap.xml,HTTP Error 404: Not Found
www.sehwamuseum.org,1,sitemap,HTTPError,세화미술관,http://www.sehwamuseum.org/sitemap.xml,HTTP Error 404: Not Found
gf2.haoplay.com,1,sitemap,HTTPError,소녀전선2 망명 갤러리,https://gf2.haoplay.com/sitemap.xml,HTTP Error 404: Not Found
www.market-factory.com,1,sitemap,HTTPError,아름다운가게,http://www.market-factory.com/sitemap.xml,HTTP Error 404: Not Found
epccc.efac.or.kr,1,sitemap,HTTPError,은평생활문화센터 모여락,https://epccc.efac.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.kcmuseum.or.kr,1,sitemap,HTTPError,한국기독교역사문화관,https://www.kcmuseum.or.kr/sitemap.xml,HTTP Error 404:
www.multiculturemuseum.com,1,sitemap,HTTPError,세계문화박물관,http://www.multiculturemuseum.com/sitemap.xml,HTTP Error 404: Not Found
mibsh.co.kr,1,sitemap,HTTPError,명인조형,http://mibsh.co.kr/sitemap.xml,HTTP Error 404: Not Found
lbch.kr,1,sitemap,HTTPError,이호철북콘서트홀,https://lbch.kr/sitemap.xml,HTTP Error 404: Not Found
scecep.creatorlink.net,1,sitemap,HTTPError,서울무용창작센터,https://scecep.creatorlink.net/sitemap.xml,HTTP Error 404: Not Found
space-seoro.com,1,sitemap,RuntimeError,공간서로,http://space-seoro.com/sitemap.xml,HTTP request failed after retries: Remote end closed connection without response
www.miandgallery.com,1,page,HTTPError,미앤갤러리,http://www.miandgallery.com/class,HTTP Error 404: Not Found
www.artertain.com,1,sitemap,HTTPError,아터테인,http://www.artertain.com/sitemap.xml,HTTP Error 404: Not Found
homa.hongik.ac.kr,1,sitemap,HTTPError,홍익대학교 현대미술관,http://homa.hongik.ac.kr/sitemap.xml,HTTP Error 404: Not Found
yeonheeart.com,1,sitemap,HTTPError,연희예술극장,http://yeonheeart.com/sitemap.xml,HTTP Error 404: Not Found
museum.ewha.ac.kr,1,sitemap,HTTPError,이화여자대학교 박물관,http://museum.ewha.ac.kr/sitemap.xml,HTTP Error 404: Not Found
museum.yonsei.ac.kr,1,sitemap,HTTPError,연세대학교신촌캠퍼스박물관,http://museum.yonsei.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.sdmcc.co.kr,1,sitemap,HTTPError,서대문문화원,http://www.sdmcc.co.kr/sitemap.xml,HTTP Error 404: Not Found
civichub.net,1,sitemap,HTTPError,사단법인 시민자치문화센터,http://civichub.net/sitemap.xml,HTTP Error 404: Not Found
samsunghall.ticketlink.co.kr,1,sitemap,HTTPError,이화여자대학교 삼성홀,http://samsunghall.ticketlink.co.kr/sitemap.xml,HTTP Error 500: 500
youngsan.ticketlink.co.kr,1,sitemap,HTTPError,ECC 영산극장,http://youngsan.ticketlink.co.kr/sitemap.xml,HTTP Error 404: 404
moduarttheater.or.kr,1,sitemap,HTTPError,모두예술극장,http://moduarttheater.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.apexel.kr,1,sitemap,HTTPError,에이펙셀 천연나노과학관,http://www.apexel.kr/sitemap.xml,HTTP Error 404: Not Found
www.sangsangmadang.com,1,sitemap,HTTPError,KT&G 상상마당,https://www.sangsangmadang.com/sitemap.xml,HTTP Error 404: 404
www.siwall.co.kr,1,sitemap,HTTPError,시월,http://www.siwall.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.yju.or.kr,1,sitemap,HTTPError,다리소극장,http://www.yju.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.yanghwajin.re.kr,1,sitemap,HTTPError,양화진문화원,http://www.yanghwajin.re.kr/sitemap.xml,HTTP Error 404: Not Found
kioss.or.kr,1,sitemap,HTTPError,한국슬라브문화연구원,http://kioss.or.kr/sitemap.xml,HTTP Error 404: Not Found
mapo.pulib.com,1,sitemap,HTTPError,풀잎문화센터 마포공덕지부,http://mapo.pulib.com/sitemap.xml,HTTP Error 404: Not Found
www.rollinghall.co.kr,1,sitemap,HTTPError,홍대 롤링홀,https://www.rollinghall.co.kr/sitemap.xml,HTTP Error 404: Not Found
ujeongguk.com,1,sitemap,HTTPError,탈영역우정국,http://ujeongguk.com/sitemap.xml,HTTP Error 404: Not Found
www.eipseoul.org,1,sitemap,HTTPError,전시진행중,https://www.eipseoul.org/sitemap.xml,HTTP Error 404: Not Found
www.curator-atelier49.com,1,sitemap,HTTPError,큐레이터의아뜰리에,https://www.curator-atelier49.com/sitemap.xml,HTTP Error 404: Not Found
inked.co.kr,1,sitemap,HTTPError,잉크트월,https://inked.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.sangsangmines.com,1,sitemap,HTTPError,상상채굴단,http://www.sangsangmines.com/sitemap.xml,HTTP Error 404: Not Found
www.ydpcf.or.kr,1,sitemap,RuntimeError,영등포문화재단,http://www.ydpcf.or.kr/sitemap.xml,"HTTP request failed after retries: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ydpcf.or.kr'. (_ssl.c:1081)>"
yfac.kr,1,sitemap,HTTPError,양천문화회관,http://yfac.kr/sitemap.xml,HTTP Error 404: Not Found
seouleoullim.or.kr,1,sitemap,HTTPError,서울시어울림플라자,https://seouleoullim.or.kr/sitemap.xml,HTTP Error 404:
www.kcc2000.or.kr,1,page,HTTPError,강서문화원,https://www.kcc2000.or.kr/%eb%ac%b8%ed%99%94%ec%82%ac%ec%97%85/%ec%a0%84%ec%8b%9c/,HTTP Error 404: Not Found
www.spacek.co.kr,1,sitemap,HTTPError,스페이스K 서울,https://www.spacek.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.youtheroom.kr,1,sitemap,HTTPError,구로청년공간 청년이룸,http://www.youtheroom.kr/sitemap.xml,HTTP Error 404: Not Found
www.designinna.co.kr,1,sitemap,HTTPError,이나디자인,http://www.designinna.co.kr/sitemap.xml,HTTP Error 404: Not Found
ydpartsquare.com,1,sitemap,HTTPError,영등포아트스퀘어,https://ydpartsquare.com/sitemap.xml,HTTP Error 404: Not Found
www.gurocc.or.kr,1,sitemap,HTTPError,구로문화원,http://www.gurocc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.songhaearthall.com,1,sitemap,HTTPError,송해아트홀,http://www.songhaearthall.com/sitemap.xml,HTTP Error 404: Not Found
www.peacemuseum.or.kr,1,sitemap,HTTPError,평화박물관건립추진위원회_스페이스99,http://www.peacemuseum.or.kr/sitemap.xml,HTTP Error 404: Not Found
gchistory.kr,1,sitemap,HTTPError,금천 순이의 집 구로공단 노동자생활체험관,https://gchistory.kr/sitemap.xml,HTTP Error 404: Not Found
www.daedongfur.co.kr,1,sitemap,HTTPError,대동모피 구로 본사 전시장,http://www.daedongfur.co.kr/sitemap.xml,HTTP Error 404: Not Found
upcycle.gm.go.kr,1,sitemap,HTTPError,광명업사이클아트센터,https://upcycle.gm.go.kr/sitemap.xml,HTTP Error 404: 404
www.sciencecc.com,1,sitemap,HTTPError,사단법인 과학관과문화,http://www.sciencecc.com/sitemap.xml,HTTP Error 404: Not Found
www.youngsanarthall.com,1,sitemap,HTTPError,영산아트홀,http://www.youngsanarthall.com/sitemap.xml,HTTP Error 404: Not Found
www.seouladcom.co.kr,1,sitemap,HTTPError,서울부스애드컴,http://www.seouladcom.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.i-kieco.com,1,page,HTTPError,한국국제전시,http://www.i-kieco.com/fairContents.do,HTTP Error 404: 404
unfoldx.org,1,sitemap,HTTPError,Unfold X,http://unfoldx.org/sitemap.xml,HTTP Error 404: Not Found
www.artda.co.kr,1,sitemap,HTTPError,아트다,http://www.artda.co.kr/sitemap.xml,HTTP Error 404: Not Found
knwood.net,1,sitemap,HTTPError,강남목공예,http://knwood.net/sitemap.xml,HTTP Error 404: Not Found
museum.assembly.go.kr,1,sitemap,HTTPError,국회박물관어린이박물관,https://museum.assembly.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.dryinsect.co.kr,1,sitemap,HTTPError,만천곤충박물관,http://www.dryinsect.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.yellowbomb.kr,1,sitemap,HTTPError,옐로밤,https://www.yellowbomb.kr/sitemap.xml,HTTP Error 404: Not Found
www.idfac.or.kr,1,sitemap,HTTPError,동작아트갤러리,http://www.idfac.or.kr/sitemap.xml,HTTP Error 404: Not Found
newseum.chosun.com,1,sitemap,HTTPError,조선일보 뉴지엄,http://newseum.chosun.com/sitemap.xml,HTTP Error 404: Not Found
sotaesanarthall.com,1,sitemap,HTTPError,원불교 소태산홀,http://sotaesanarthall.com/sitemap.xml,HTTP Error 404: Not Found
sammoart.info,1,sitemap,HTTPError,삼모아트센터,http://sammoart.info/sitemap.xml,HTTP Error 404: Not Found
snu38.snu.ac.kr,1,sitemap,HTTPError,글로벌공학교육센터 컨벤션,http://snu38.snu.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.gacc.or.kr,1,sitemap,HTTPError,관악문화원,http://www.gacc.or.kr/sitemap.xml,HTTP Error 404: Not Found
theatrum.snu.ac.kr,1,sitemap,HTTPError,서울대학교 인문소극장,http://theatrum.snu.ac.kr/sitemap.xml,HTTP Error 404: Not Found
www.gugak.go.kr,1,homepage,RuntimeError,국악박물관,https://www.gugak.go.kr/site/homepage/menu/viewMenu,HTTP request failed after retries: <urlopen error [WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다>
www.sciencecenter.go.kr,1,sitemap,HTTPError,국립과천과학관,https://www.sciencecenter.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.doosungpaper.co.kr,1,sitemap,HTTPError,두성종이 서초본사,http://www.doosungpaper.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.altersightkesson.co.kr,1,sitemap,HTTPError,ALTER SIGHT KESSON,http://www.altersightkesson.co.kr/sitemap.xml,HTTP Error 404: Not Found
kcaec.com,1,sitemap,HTTPError,한국미래문화예술센터,http://kcaec.com/sitemap.xml,HTTP Error 404: Not Found
socc.or.kr,1,sitemap,HTTPError,서초문화원,http://socc.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.gladstonegallery.com,1,sitemap,HTTPError,글래드스톤 갤러리,https://www.gladstonegallery.com/sitemap.xml,HTTP Error 404: Not Found
www.baekamhall.com,1,sitemap,HTTPError,백암아트홀,http://www.baekamhall.com/sitemap.xml,HTTP Error 404: Not Found
www.ohsoonmi.com,1,sitemap,HTTPError,오순미,http://www.ohsoonmi.com/sitemap.xml,HTTP Error 404: Not Found
aproject.company,1,sitemap,HTTPError,에이프로젝트컴퍼니,http://aproject.company/sitemap.xml,HTTP Error 404: Not Found
www.coexartium.co.kr,1,sitemap,HTTPError,코엑스아티움 우리은행홀,https://www.coexartium.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.setec.or.kr,1,sitemap,HTTPError,SETEC,http://www.setec.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.summitgallery.co.kr,1,sitemap,HTTPError,써밋 갤러리,http://www.summitgallery.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.myhwashin.com,1,sitemap,HTTPError,화신세라믹 논현전시장,https://www.myhwashin.com/sitemap.xml,HTTP Error 404: Not Found
cu.bgfretail.com,1,sitemap,HTTPError,CU 한국체대체육과학관점,https://cu.bgfretail.com/sitemap.xml,HTTP Error 404: Not Found
www.everydaymooonday.com,1,sitemap,HTTPError,에브리데이몬데이 갤러리,http://www.everydaymooonday.com/sitemap.xml,HTTP Error 404: Not Found
spaceblue.co.kr,1,sitemap,HTTPError,스페이스블루,http://spaceblue.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.spcc.or.kr,1,sitemap,HTTPError,송파문화원,https://www.spcc.or.kr/sitemap.xml,HTTP Error 404: Not Found
spobiz.kspo.or.kr,1,sitemap,HTTPError,SKL전시체험관,https://spobiz.kspo.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.gdfac.or.kr,1,sitemap,HTTPError,강동아트센터,http://www.gdfac.or.kr/sitemap.xml,HTTP Error 404: Not Found
sunsa.gangdong.go.kr,1,sitemap,HTTPError,서울 암사동 유적 박물관매표소,http://sunsa.gangdong.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.namuk.or.kr,1,sitemap,RuntimeError,국립농업박물관,http://www.namuk.or.kr/sitemap.xml,HTTP request failed after retries: <urlopen error timed out>
gmoma.ggcf.kr,1,sitemap,HTTPError,경기도미술관,https://gmoma.ggcf.kr/sitemap.xml,HTTP Error 404: Not Found
www.leeumhoam.org,1,sitemap,HTTPError,호암미술관,https://www.leeumhoam.org/sitemap.xml,HTTP Error 404: Not Found
njp.ggcf.kr,1,sitemap,HTTPError,백남준아트센터,http://njp.ggcf.kr/sitemap.xml,HTTP Error 404: Not Found
www.zienart.com,1,sitemap,HTTPError,지앤아트스페이스,http://www.zienart.com/sitemap.xml,HTTP Error 404: Not Found
www.bac.or.kr,1,sitemap,HTTPError,부천아트센터,http://www.bac.or.kr/sitemap.xml,HTTP Error 404: Not Found
forestofwisdom.or.kr,1,sitemap,HTTPError,지혜의숲,http://forestofwisdom.or.kr/sitemap.xml,HTTP Error 404: Not Found
sscampus.ggcf.kr,1,sitemap,HTTPError,경기상상캠퍼스,https://sscampus.ggcf.kr/sitemap.xml,HTTP Error 404: Not Found
www.gfcstudio.org,1,sitemap,HTTPError,경기패션창작스튜디오,http://www.gfcstudio.org/sitemap.xml,HTTP Error 404: Not Found
www.hhlceramicmuseum.com,1,sitemap,HTTPError,한향림도자미술관,http://www.hhlceramicmuseum.com/sitemap.xml,HTTP Error 404: Not Found
www.yesmbs.com,1,sitemap,HTTPError,황해국제의학비엔날레 YMBS,http://www.yesmbs.com/sitemap.xml,HTTP Error 403: Forbidden
www.yeoju.go.kr,1,sitemap,HTTPError,여주박물관,http://www.yeoju.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.ksbed.co.kr,1,sitemap,HTTPError,금성침대 플래그십 스토어,http://www.ksbed.co.kr/sitemap.xml,HTTP Error 500: Internal Server Error
www.komacon.kr,1,sitemap,HTTPError,한국만화박물관,http://www.komacon.kr/sitemap.xml,HTTP Error 404: Not Found
www.sh-ecocenter.or.kr,1,sitemap,HTTPError,시흥에코센터,https://www.sh-ecocenter.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.hnart.or.kr,1,page,HTTPError,하남문화예술회관,https://www.hnart.or.kr/showView.do,HTTP Error 404: 404
www.suwonsarang.com,1,sitemap,HTTPError,수원문화원,http://www.suwonsarang.com/sitemap.xml,HTTP Error 404: Not Found
www.nojak.or.kr,1,sitemap,HTTPError,노작홍사용문학관,http://www.nojak.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.goyangcc.or.kr,1,sitemap,HTTPError,고양문화원,http://www.goyangcc.or.kr/sitemap.xml,HTTP Error 404: Not Found
childrenjob.hscity.go.kr,1,sitemap,HTTPError,화성시어린이문화센터,http://childrenjob.hscity.go.kr/sitemap.xml,HTTP Error 404: 404
www.hdmc.or.kr,1,sitemap,HTTPError,동탄복합문화센터,http://www.hdmc.or.kr/sitemap.xml,HTTP Error 400: Bad Request
www.mimesisartmuseum.co.kr,1,sitemap,HTTPError,미메시스 아트 뮤지엄,http://www.mimesisartmuseum.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.facoyj.co.kr,1,sitemap,HTTPError,한국예술문화단체총연합회 양주지회,http://www.facoyj.co.kr/sitemap.xml,HTTP Error 404: Not Found
kidsludens.co.kr,1,sitemap,HTTPError,키즈 루덴스 박물관,https://kidsludens.co.kr/sitemap.xml,HTTP Error 404: Not Found
www.trickcal.com,1,sitemap,HTTPError,트릭컬 생존의 역사 전시회,https://www.trickcal.com/sitemap.xml,HTTP Error 404: Not Found
www.pccf.or.kr,1,sitemap,HTTPError,평택아트센터,https://www.pccf.or.kr/sitemap.xml,HTTP Error 404:
www.jayartspace.com,1,sitemap,HTTPError,제이아트스페이스,http://www.jayartspace.com/sitemap.xml,HTTP Error 404: Not Found
www.bmca.or.kr,1,page,HTTPError,블루메미술관,http://www.bmca.or.kr/Exhibition-Current-2,HTTP Error 404: Not Found
www.kintex.com,1,sitemap,HTTPError,킨텍스,http://www.kintex.com/sitemap.xml,HTTP Error 400: Bad Request
www.kofta.org,1,sitemap,HTTPError,전통건축부재보존센터,https://www.kofta.org/sitemap.xml,HTTP Error 404: 404
ksdesign.or.kr,1,sitemap,HTTPError,이건 브랜드 전시장 판교점 (케이에스인터내셔널),http://ksdesign.or.kr/sitemap.xml,HTTP Error 404: Not Found
www.shcc.or.kr,1,sitemap,HTTPError,시흥역사자료전시관,http://www.shcc.or.kr/sitemap.xml,HTTP Error 404: Not Found
nmuseum.ggcf.kr,1,sitemap,HTTPError,남한산성역사문화관,https://nmuseum.ggcf.kr/sitemap.xml,HTTP Error 500:
ansan.go.kr,1,sitemap,HTTPError,안산산업역사박물관,http://ansan.go.kr/sitemap.xml,HTTP Error 404: Not Found
www.hestorycampus.com,1,sitemap,HTTPError,히스토리 캠퍼스,https://www.hestorycampus.com/sitemap.xml,HTTP Error 404: Not Found
www.cjmuseum.net,1,sitemap,HTTPError,창조자연사박물관,http://www.cjmuseum.net/sitemap.xml,HTTP Error 404: Not Found
wm.ansan.go.kr,1,sitemap,HTTPError,안산스마트허브복합문화센터,http://wm.ansan.go.kr/sitemap.xml,HTTP Error 404: Not Found
